,lang,user-location,place-country,place-country_code,location-coordinates,user-screen_name,created_at,quote_count,reply_count,retweet_count,retweeted,is_retweet,is_quote_status,Unnamed: 14,text
373,en,"Montreal, Quebec",,,,dKhtv,Thu Dec 21 05:26:45 +0000 2017,0,0,1,False,0,False,,night everyone ! fun watching ripple rise : ) # litecoin # bitcoin # ethereum # xrp # ltc # btc # eth $ ltc $ eth $ btc $ bth $ xrp $ xrpusd $ qtm $ qtum # cryptomonnaies # cryptocurrencies # ripple # ico # bitcoincash $ bch $ xbr # crypto # cardano # coin
374,en,"Montreal, Quebec",,,,dKhtv,Thu Dec 21 04:49:12 +0000 2017,0,0,0,False,0,False,,tell job ? ? ? ! ! ! # litecoin # bitcoin # ethereum # xrp # ltc # btc # eth $ ltc $ eth $ btc $ bth $ xrp $ xrpusd $ qtm $ qtum # cryptomonnaies # cryptocurrencies # ripple # ico # bitcoincash $ bch $ xbr # crypto # cardano # coin https : //t.co/rt4ddbnxbz
375,en,"Montreal, Quebec",,,,dKhtv,Thu Dec 21 04:27:59 +0000 2017,0,0,0,False,0,False,,"common guys 's obvious , 're already developping amazon ... https : //t.co/fmamtyuyhx # litecoin # bitcoin # ethereum # xrp # ltc # btc # eth $ ltc $ eth $ btc $ bth $ xrp $ xrpusd $ qtm $ qtum # cryptomonnaies # cryptocurrencies # ripple # ico # bitcoincash $ bch $ xbr # crypto # cardano # coin"
376,en,"Glasgow, Scotland",,,,MatthewMacindoe,Thu Dec 21 01:39:02 +0000 2017,0,0,0,False,0,False,,"anyone noticed # xrp goes , # follows ? # ripple # cardano"
377,en,"London, England.",,,,KarlBec84599174,Thu Dec 21 00:33:57 +0000 2017,0,1,0,False,0,False,,"feeling positive ripple , cardano , wabi , ether , tenx , bitcoincash . long term holds . best though tronix !"
378,en,"Chambly, Québec",,,,PhiltMiner,Wed Dec 20 22:42:23 +0000 2017,0,0,0,False,0,False,,# cardano ( ) -- -- -- -- -- -will change life positively ? ? ?
379,en,"England, United Kingdom",,,,ParagonCrypto,Wed Dec 20 20:55:15 +0000 2017,1,0,0,False,0,False,,"🚨 trade alert 🚨 : # cardano # currently trading $ 0.45 14.75 % dip today , according @ coinmarketcap . expect climb $ 0.90 region next month . @ cardanostiftung # blockchain # bitcoin"
380,en,"Melbourne, Victoria",,,,jdpoort,Wed Dec 20 20:35:24 +0000 2017,0,0,0,False,0,False,,great entry cardano today . get ’ still $ 1 . $
381,en,sydney,,,,djantzell,Wed Dec 20 18:59:24 +0000 2017,0,0,0,False,0,False,,"liked @ youtube video https : //t.co/9tqt8cl2aq buy cardano , ripple , & amp ; altcoins ! step step tutorial !"
382,en,"South East, England",,,,BlockChainTom,Wed Dec 20 16:18:41 +0000 2017,0,0,0,False,0,False,,’ important understand ’ investing . whilst drinking wine # cryptocurrencies # crypto # cardano # iota # eth https : //t.co/oligv9oarz
383,en,UK,,,,BusinessSchools,Wed Dec 20 15:08:01 +0000 2017,0,0,0,False,0,False,,"iohk | cardano whiteboard duncan coutts , phd . https : //t.co/k7stfkx6un via @ moneyscience"
384,en,"London, England",,,,LondonBitc0in,Wed Dec 20 12:45:30 +0000 2017,0,0,0,False,0,False,,rt @ lovecrypto_ : verge ! buy ! new anonymous crypto ! cheap ! # cryptocurrency # btc # ltc # iota # eth # bitcoin # bch # bitcoincash # ripple # neo # dash # ltc # eth # cardano # dash # # monero # stellar # eos # neo # qtum # lisk # omisego # stratis
385,en,UK,,,,fin_tech,Wed Dec 20 12:44:58 +0000 2017,0,0,1,False,0,False,,video : duncan coutts # cardano discusses 'high assurance ' software development treat programming mathematics https : //t.co/knctdwjlf0 @ cardanostiftung
386,en,UK,,,,moneyscience,Wed Dec 20 12:44:58 +0000 2017,0,0,0,False,0,False,,video : duncan coutts # cardano discusses 'high assurance ' software development treat programming mathematics https : //t.co/sizu0v9dnm @ cardanostiftung
387,en,,,,,CryptoAuthorit,Wed Dec 20 12:28:57 +0000 2017,0,0,0,False,0,False,,"brilliant news cryptos seem recovering dip . coins portfolio risen least 2 % last hour . coins n't seen gains last hours bitcoin cash , bch @ rogerkver ( twat ) loves titled , cardano"
388,en,"London, England",,,,LondonBitc0in,Wed Dec 20 12:05:31 +0000 2017,0,0,0,False,0,False,,rt @ nkotblockchain1 : promoting kick ass phone case site . thanks clicking 'm whacking . thanks ! https : //t.co/upyivn5ser # bitcoin # ethereum # cardano # btc # bch # iota # iotatoken # eth # cryptocurrency # crypto https : //t.co/m5cqigvhaq
389,en,"City of London, London",,,,CardanoUK,Wed Dec 20 11:45:50 +0000 2017,0,0,2,False,0,False,,"part @ biggive campaign , cardano staff helped toynbee hall christmas party last week . great cause great people https : //t.co/6elqqiznhs"
390,en,Sydney,,,,cusssen,Tue Dec 19 23:52:06 +0000 2017,0,1,0,False,0,False,,"crypto stay coin offerings legit . careful , research due diligence investing . # xrp # ripple # trx # tron # cardano # bytecoin https : //t.co/qlfyc8x7ax"
391,en,Australia,,,,AlexSaundersAU,Tue Dec 19 23:29:40 +0000 2017,1,9,5,False,0,False,,"3 top 10 @ coinmarketcap n't working product , careful guys ! # eos # iota # cardano # crypto"
392,en,"London, England",,,,LondonBitc0in,Tue Dec 19 22:37:16 +0000 2017,0,0,0,False,0,False,,rt @ thekaptainsshow : get free cryptocurrency earncrypto https : //t.co/ikyckiitzj # bitcoin # litecoin # vergecoin # monero # dash # pivx # cardano # digibyte #
393,en,"London, England",,,,LondonBitc0in,Tue Dec 19 22:37:15 +0000 2017,0,0,0,False,0,False,,rt @ kapkannshow : get free cryptocurrency earncrypto https : //t.co/ikyckiitzj # bitcoin # litecoin # vergecoin # monero # dash # pivx # cardano # digibyte #
394,en,"London, England",,,,LondonBitc0in,Tue Dec 19 22:37:15 +0000 2017,0,0,0,False,0,False,,rt @ valvenisent : get free cryptocurrency earncrypto https : //t.co/ikyckiitzj # bitcoin # litecoin # vergecoin # monero # dash # pivx # cardano # digibyte #
